date,year,month,fiscalyear,Business Area Code,school,PersonnelArea,PersonnelAreaTotal,total_emissions_epa,total_trips
2023-12-31,2023,12,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,10439.51512151,31
2023-12-31,2023,12,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,1425.9629437,8
2023-12-31,2023,12,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,92089.53884245,225
2023-12-31,2023,12,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,10238.50111636,28
2023-12-31,2023,12,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,235391.38257478,623
2023-12-31,2023,12,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,18509.16874372,23
2023-12-31,2023,12,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,7091.60863126,10
2023-12-31,2023,12,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,8012.5916990999995,38
2023-12-31,2023,12,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1522.2651448,8
2023-12-31,2023,12,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,57133.40474153,107
2024-01-31,2024,1,FY23-24,101.0,University Administration,University Administration,2199.0,40166.6996119,139
2024-01-31,2024,1,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,28826.43164325,121
2024-01-31,2024,1,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,4537.96963778,15
2024-01-31,2024,1,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,127212.31825296,370
2024-01-31,2024,1,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,78649.95002174,239
2024-01-31,2024,1,FY23-24,125.0,School of Education,School of Education,253.0,7683.10218438,37
2024-01-31,2024,1,FY23-24,126.0,Carey Business School,Carey Business School,338.0,28007.32542711,110
2024-01-31,2024,1,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,71.77646036,1
2024-01-31,2024,1,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,12036.39167913,27
2024-01-31,2024,1,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,83187.15762441,147
2024-01-31,2024,1,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,1841.76655501,6
2024-01-31,2024,1,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,99268.20092583,239
2024-01-31,2024,1,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,31034.1474696,124
2024-01-31,2024,1,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,190436.37114696,561
2024-01-31,2024,1,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,19472.9346461,28
2024-01-31,2024,1,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,680.71517694,1
2024-01-31,2024,1,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,13679.89753477,75
2024-01-31,2024,1,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,410.76419981,1
2024-01-31,2024,1,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,60720.22741731,110
2024-01-31,2024,1,FY23-24,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,496.7381021,2
2024-02-29,2024,2,FY23-24,101.0,University Administration,University Administration,2199.0,29062.26793659,105
2024-02-29,2024,2,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,9032.35358251,49
2024-02-29,2024,2,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,3145.21872914,14
2024-02-29,2024,2,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,68117.92019568,277
2024-02-29,2024,2,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,41802.24492114,158
2024-02-29,2024,2,FY23-24,125.0,School of Education,School of Education,253.0,26741.93872662,78
2024-02-29,2024,2,FY23-24,126.0,Carey Business School,Carey Business School,338.0,8078.12672813,53
2024-02-29,2024,2,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,200.50598165999997,3
2024-02-29,2024,2,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,10612.23403311,25
2024-02-29,2024,2,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,18679.85556144,41
2024-02-29,2024,2,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,3601.96812582,8
2024-02-29,2024,2,FY23-24,142.0,NANJING CENTER,SAIS,195.0,2353.59114011,5
2024-02-29,2024,2,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,81333.19850581,226
2024-02-29,2024,2,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,8328.60951975,33
2024-02-29,2024,2,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,299843.16492852,969
2024-02-29,2024,2,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,7505.43457975,18
2024-02-29,2024,2,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,719.45650328,1
2024-02-29,2024,2,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,8332.70545903,31
2024-02-29,2024,2,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1582.47046321,9
2024-02-29,2024,2,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,96971.4131612,148
2024-02-29,2024,2,FY23-24,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,535.20273706,4
2024-02-29,2024,2,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,673.6028482199999,6
2024-03-31,2024,3,FY23-24,101.0,University Administration,University Administration,2199.0,37446.04336301,163
2024-03-31,2024,3,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,21745.39625071,138
2024-03-31,2024,3,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,5826.56212511,30
2024-03-31,2024,3,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,81754.27286082,331
2024-03-31,2024,3,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,60429.6515939,267
2024-03-31,2024,3,FY23-24,125.0,School of Education,School of Education,253.0,17446.92339681,87
2024-03-31,2024,3,FY23-24,126.0,Carey Business School,Carey Business School,338.0,83414.26226383,198
2024-03-31,2024,3,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,3023.07083347,13
2024-03-31,2024,3,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,2228.97570181,25
2024-03-31,2024,3,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,51425.701967090004,106
2024-03-31,2024,3,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,1775.8822598400002,5
2024-03-31,2024,3,FY23-24,142.0,NANJING CENTER,SAIS,195.0,686.19910898,1
2024-03-31,2024,3,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,192785.55790519,531
2024-03-31,2024,3,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,17690.00809649,51
2024-03-31,2024,3,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,297916.91679056,1028
2024-03-31,2024,3,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,6349.32282281,14
2024-03-31,2024,3,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,5697.6919901599995,16
2024-03-31,2024,3,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,12157.101686869999,44
2024-03-31,2024,3,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,4405.72931134,17
2024-03-31,2024,3,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,162253.46464031,251
2024-03-31,2024,3,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,3952.63133347,12
2024-03-31,2024,3,FY23-24,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,237.17439078,2
2024-03-31,2024,3,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,1543.1666823,10
2024-04-30,2024,4,FY23-24,101.0,University Administration,University Administration,2199.0,29601.35342445,147
2024-04-30,2024,4,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,41351.02935165,175
2024-04-30,2024,4,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,6989.74992336,26
2024-04-30,2024,4,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,95583.09838613,356
2024-04-30,2024,4,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,58801.22768537,203
2024-04-30,2024,4,FY23-24,125.0,School of Education,School of Education,253.0,17384.72227178,103
2024-04-30,2024,4,FY23-24,126.0,Carey Business School,Carey Business School,338.0,29655.82987094,131
2024-04-30,2024,4,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,2446.28728168,24
2024-04-30,2024,4,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,9716.416271260001,23
2024-04-30,2024,4,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,15043.75460796,48
2024-04-30,2024,4,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,4213.46510347,13
2024-04-30,2024,4,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,146727.75450638,364
2024-04-30,2024,4,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,20139.26187237,75
2024-04-30,2024,4,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,335747.6745422,1229
2024-04-30,2024,4,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2729.06585172,13
2024-04-30,2024,4,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,8526.9518657,21
2024-04-30,2024,4,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,2998.13685958,16
2024-04-30,2024,4,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,1544.0829389199998,8
2024-04-30,2024,4,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,110995.69164906,193
2024-04-30,2024,4,FY23-24,252.0,JHU PRESS JOURNALS DIVISION,Academic and Business Centers,794.0,2764.57306426,12
2024-04-30,2024,4,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,2994.83470698,11
2024-05-31,2024,5,FY23-24,101.0,University Administration,University Administration,2199.0,40360.35634838,200
2024-05-31,2024,5,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,47464.48866582,209
2024-05-31,2024,5,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,2556.87764315,16
2024-05-31,2024,5,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,124493.34483206,407
2024-05-31,2024,5,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,118882.63371914,386
2024-05-31,2024,5,FY23-24,125.0,School of Education,School of Education,253.0,4913.87072624,35
2024-05-31,2024,5,FY23-24,126.0,Carey Business School,Carey Business School,338.0,31458.98210549,109
2024-05-31,2024,5,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,3504.38679417,14
2024-05-31,2024,5,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,2848.8142436,4
2024-05-31,2024,5,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,59879.81143037,130
2024-05-31,2024,5,FY23-24,141.0,BOLOGNA CENTER,SAIS,195.0,1988.6851313000002,4
2024-05-31,2024,5,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,85085.36014507,265
2024-05-31,2024,5,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,18726.32610215,66
2024-05-31,2024,5,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,532935.83197049,1672
2024-05-31,2024,5,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2543.38326945,11
2024-05-31,2024,5,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,150.73328831999999,3
2024-05-31,2024,5,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,9044.01090697,40
2024-05-31,2024,5,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,3136.82726985,16
2024-05-31,2024,5,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,104921.51343631,190
2024-05-31,2024,5,FY23-24,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,112.15071932,1
2024-05-31,2024,5,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,2236.6640928799998,9
2024-06-30,2024,6,FY23-24,101.0,University Administration,University Administration,2199.0,39326.99576501,172
2024-06-30,2024,6,FY23-24,110.0,Homewood Student Affairs,University Student Services,737.0,43420.43124933,204
2024-06-30,2024,6,FY23-24,112.0,U-WIDE STUDENT AFFAIRS,University Student Services,737.0,8412.96863311,50
2024-06-30,2024,6,FY23-24,115.0,Krieger School of Arts and Sciences,School of Arts & Sciences,1442.0,157116.29037879,449
2024-06-30,2024,6,FY23-24,120.0,Whiting School of Engineering,Whiting School of Engineering,1068.0,119889.19606382,450
2024-06-30,2024,6,FY23-24,125.0,School of Education,School of Education,253.0,3400.50960011,18
2024-06-30,2024,6,FY23-24,126.0,Carey Business School,Carey Business School,338.0,61915.01246178,198
2024-06-30,2024,6,FY23-24,130.0,Sheridan Libraries,Libraries,160.0,5673.31593492,20
2024-06-30,2024,6,FY23-24,135.0,PEABODY INSTITUTE,Peabody,304.0,2962.13976724,15
2024-06-30,2024,6,FY23-24,140.0,NITZE SCH ADV INT STUDIES-SAIS,SAIS,195.0,63191.63010983,169
2024-06-30,2024,6,FY23-24,160.0,Bloomberg School of Public Health,School of Public Health,2558.0,166689.63000134,452
2024-06-30,2024,6,FY23-24,165.0,School of Nursing (SON),School of Nursing,330.0,25749.41506646,103
2024-06-30,2024,6,FY23-24,170.0,School of Medicine (SOM),School of Medicine,11766.0,335327.53005180997,1094
2024-06-30,2024,6,FY23-24,210.0,BIOETHICS INSTITUTE,Academic and Business Centers,794.0,2833.0927312500003,10
2024-06-30,2024,6,FY23-24,211.0,HUMAN LANGUAGE TECHNOLOGY COE,Academic and Business Centers,794.0,1651.08538459,6
2024-06-30,2024,6,FY23-24,212.0,CGEPI,Academic and Business Centers,794.0,6004.52910075,31
2024-06-30,2024,6,FY23-24,215.0,CENTER FOR TALENTED YOUTH,Academic and Business Centers,794.0,3553.37930858,19
2024-06-30,2024,6,FY23-24,235.0,JHPEIGO,Academic and Business Centers,794.0,130830.90146819,244
2024-06-30,2024,6,FY23-24,250.0,JHU Press,Academic and Business Centers,794.0,1189.8363514,6
2024-06-30,2024,6,FY23-24,251.0,JHU PRESS BOOK DIVISION,Academic and Business Centers,794.0,1645.29300975,13
2024-06-30,2024,6,FY23-24,255.0,JHU PRESS MUSE,Academic and Business Centers,794.0,5141.40627862,31
